TransactionID,ProductID,ReferenceOrderID,ReferenceOrderLineID,TransactionDate,TransactionType,Quantity,ActualCost,ModifiedDate,SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Order_Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,FIN_AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,SalesOrderDetailID,CarrierTrackingNumber,OrderQty,OrderDetail_ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal,ProductName,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,CardType,CardNumber,ExpMonth,ExpYear,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,AddressID_Ship_TO,AddressLine1_Ship_TO,AddressLine2_Ship_TO,City_Ship_TO,StateProvinceID_Ship_TO,PostalCode_Ship_TO,SpatialLocation_Ship_TO,AddressID_BillTo,AddressLine1_BillTo,AddressLine2_BillTo,City_BillTo,StateProvinceID_BillTo,PostalCode_BillTo,SpatialLocation_BillTo,SpecialOfferID,Description,DiscountPct,Type,Category,StartDate,EndDate,MinQty,MaxQty,PersonID,AccountNumber,StoreID,Store_Name,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,AdditionalContactInfo,Demographics,TerritoryName,CountryRegionCode,Group,SalesYTD,SalesLastYear,CostYTD,CostLastYear
100616,952,53468,1,00:00.0,S,4,14.9776,00:00.0,53468,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53468,PO17371113808,10-4020-000688,29821,286,9,444,444,5,9314,75466Vi48034,9082,25283.1022,2786.5509,870.7971,28940.4502,NULL,47232,C577-4CE9-93,4,952,1,12.144,0,48.576,Chain,CH-0234,0,1,Silver,500,375,8.9866,20.24,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,7,98,00:00.0,NULL,NULL,Vista,1.11141E+13,7,2007,00:00.0,USD,AUD,1.9294,1.9295,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,1,No Discount,0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1037,AW00029821,1038,Bike Part Wholesalers,SC,0,Mr.,Neal,B.,Hasty,III,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5294.39775</TotalPurchaseYTD></IndividualSurvey>",Australia,AU,Pacific,5977814.915,2278548.978,0,0
100594,876,53468,2,00:00.0,S,3,72,00:00.0,53468,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53468,PO17371113808,10-4020-000688,29821,286,9,444,444,5,9314,75466Vi48034,9082,25283.1022,2786.5509,870.7971,28940.4502,NULL,47233,C577-4CE9-93,3,876,1,72,0,216,Hitch Rack - 4-Bike,RA-H123,0,1,NULL,4,3,44.88,120,NULL,NULL,NULL,NULL,0,S ,NULL,NULL,26,118,00:00.0,NULL,NULL,Vista,1.11141E+13,7,2007,00:00.0,USD,AUD,1.9294,1.9295,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,1,No Discount,0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1037,AW00029821,1038,Bike Part Wholesalers,SC,0,Mr.,Neal,B.,Hasty,III,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5294.39775</TotalPurchaseYTD></IndividualSurvey>",Australia,AU,Pacific,5977814.915,2278548.978,0,0
100598,883,53468,3,00:00.0,S,5,35.0935,00:00.0,53468,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53468,PO17371113808,10-4020-000688,29821,286,9,444,444,5,9314,75466Vi48034,9082,25283.1022,2786.5509,870.7971,28940.4502,NULL,47234,C577-4CE9-93,5,883,1,32.394,0,161.97,"Short-Sleeve Classic Jersey, L",SJ-0194-L,0,1,Yellow,4,3,41.5723,53.99,L,NULL,NULL,NULL,0,S ,NULL,U ,21,32,00:00.0,NULL,NULL,Vista,1.11141E+13,7,2007,00:00.0,USD,AUD,1.9294,1.9295,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,1,No Discount,0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1037,AW00029821,1038,Bike Part Wholesalers,SC,0,Mr.,Neal,B.,Hasty,III,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5294.39775</TotalPurchaseYTD></IndividualSurvey>",Australia,AU,Pacific,5977814.915,2278548.978,0,0
100610,916,53468,4,00:00.0,S,2,38.9536,00:00.0,53468,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53468,PO17371113808,10-4020-000688,29821,286,9,444,444,5,9314,75466Vi48034,9082,25283.1022,2786.5509,870.7971,28940.4502,NULL,47235,C577-4CE9-93,2,916,1,31.584,0,63.168,HL Touring Seat/Saddle,SE-T924,0,1,NULL,500,375,23.3722,52.64,NULL,NULL,NULL,NULL,1,T ,H ,NULL,15,67,00:00.0,NULL,NULL,Vista,1.11141E+13,7,2007,00:00.0,USD,AUD,1.9294,1.9295,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,1,No Discount,0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1037,AW00029821,1038,Bike Part Wholesalers,SC,0,Mr.,Neal,B.,Hasty,III,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5294.39775</TotalPurchaseYTD></IndividualSurvey>",Australia,AU,Pacific,5977814.915,2278548.978,0,0
100603,892,53468,5,00:00.0,S,1,742.8934,00:00.0,53468,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53468,PO17371113808,10-4020-000688,29821,286,9,444,444,5,9314,75466Vi48034,9082,25283.1022,2786.5509,870.7971,28940.4502,NULL,47236,C577-4CE9-93,1,892,1,602.346,0,602.346,"HL Touring Frame - Blue, 54",FR-T98U-54,1,1,Blue,500,375,601.7437,1003.91,54,CM ,LB ,3.04,1,T ,H ,U ,16,7,00:00.0,NULL,NULL,Vista,1.11141E+13,7,2007,00:00.0,USD,AUD,1.9294,1.9295,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,1,No Discount,0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1037,AW00029821,1038,Bike Part Wholesalers,SC,0,Mr.,Neal,B.,Hasty,III,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5294.39775</TotalPurchaseYTD></IndividualSurvey>",Australia,AU,Pacific,5977814.915,2278548.978,0,0
100620,956,53468,6,00:00.0,S,1,1716.5304,00:00.0,53468,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53468,PO17371113808,10-4020-000688,29821,286,9,444,444,5,9314,75466Vi48034,9082,25283.1022,2786.5509,870.7971,28940.4502,NULL,47237,C577-4CE9-93,1,956,14,953.628,0.2,762.9024,"Touring-1000 Yellow, 54",BK-T79Y-54,1,1,Yellow,100,75,1481.9379,2384.07,54,CM ,LB ,25.68,4,T ,H ,U ,3,34,00:00.0,NULL,NULL,Vista,1.11141E+13,7,2007,00:00.0,USD,AUD,1.9294,1.9295,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,14,Touring-1000 Promotion,0.2,New Product,Reseller,00:00.0,00:00.0,0,NULL,1037,AW00029821,1038,Bike Part Wholesalers,SC,0,Mr.,Neal,B.,Hasty,III,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5294.39775</TotalPurchaseYTD></IndividualSurvey>",Australia,AU,Pacific,5977814.915,2278548.978,0,0
100600,885,53468,7,00:00.0,S,1,742.8934,00:00.0,53468,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53468,PO17371113808,10-4020-000688,29821,286,9,444,444,5,9314,75466Vi48034,9082,25283.1022,2786.5509,870.7971,28940.4502,NULL,47238,C577-4CE9-93,1,885,1,602.346,0,602.346,"HL Touring Frame - Yellow, 60",FR-T98Y-60,1,1,Yellow,500,375,601.7437,1003.91,60,CM ,LB ,3.08,1,T ,H ,U ,16,7,00:00.0,NULL,NULL,Vista,1.11141E+13,7,2007,00:00.0,USD,AUD,1.9294,1.9295,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,1,No Discount,0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1037,AW00029821,1038,Bike Part Wholesalers,SC,0,Mr.,Neal,B.,Hasty,III,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5294.39775</TotalPurchaseYTD></IndividualSurvey>",Australia,AU,Pacific,5977814.915,2278548.978,0,0
100596,880,53468,8,00:00.0,S,3,32.994,00:00.0,53468,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53468,PO17371113808,10-4020-000688,29821,286,9,444,444,5,9314,75466Vi48034,9082,25283.1022,2786.5509,870.7971,28940.4502,NULL,47239,C577-4CE9-93,3,880,1,32.994,0,98.982,Hydration Pack - 70 oz.,HY-1023-70,0,1,Silver,4,3,20.5663,54.99,70,NULL,NULL,NULL,0,S ,NULL,NULL,32,107,00:00.0,NULL,NULL,Vista,1.11141E+13,7,2007,00:00.0,USD,AUD,1.9294,1.9295,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,1,No Discount,0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1037,AW00029821,1038,Bike Part Wholesalers,SC,0,Mr.,Neal,B.,Hasty,III,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5294.39775</TotalPurchaseYTD></IndividualSurvey>",Australia,AU,Pacific,5977814.915,2278548.978,0,0
100582,708,53468,9,00:00.0,S,2,20.994,00:00.0,53468,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53468,PO17371113808,10-4020-000688,29821,286,9,444,444,5,9314,75466Vi48034,9082,25283.1022,2786.5509,870.7971,28940.4502,NULL,47240,C577-4CE9-93,2,708,1,20.994,0,41.988,"Sport-100 Helmet, Black",HL-U509,0,1,Black,4,3,13.0863,34.99,NULL,NULL,NULL,NULL,0,S ,NULL,NULL,31,33,00:00.0,NULL,NULL,Vista,1.11141E+13,7,2007,00:00.0,USD,AUD,1.9294,1.9295,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,1,No Discount,0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1037,AW00029821,1038,Bike Part Wholesalers,SC,0,Mr.,Neal,B.,Hasty,III,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5294.39775</TotalPurchaseYTD></IndividualSurvey>",Australia,AU,Pacific,5977814.915,2278548.978,0,0
100627,967,53468,10,00:00.0,S,1,1716.5304,00:00.0,53468,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53468,PO17371113808,10-4020-000688,29821,286,9,444,444,5,9314,75466Vi48034,9082,25283.1022,2786.5509,870.7971,28940.4502,NULL,47241,C577-4CE9-93,1,967,1,1430.442,0,1430.442,"Touring-1000 Blue, 50",BK-T79U-50,1,1,Blue,100,75,1481.9379,2384.07,50,CM ,LB ,25.42,4,T ,H ,U ,3,34,00:00.0,NULL,NULL,Vista,1.11141E+13,7,2007,00:00.0,USD,AUD,1.9294,1.9295,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,444,254a Baker Street,Botany,Sydney,50,1002,0xE6100000010CC5413C3897F140C0CDD4A93D56E06240,1,No Discount,0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1037,AW00029821,1038,Bike Part Wholesalers,SC,0,Mr.,Neal,B.,Hasty,III,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-5294.39775</TotalPurchaseYTD></IndividualSurvey>",Australia,AU,Pacific,5977814.915,2278548.978,0,0
