185738,997,69479,1,00:00.0,S,1,388.7928,00:00.0,69479,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO69479,PO18328116976,10-4020-000552,29911,278,6,538,538,5,4552,26969Vi23853,11757,25573.8716,2427.6538,758.6418,28760.1672,NULL,103788,3D8D-4908-A6,1,997,1,323.994,0.0,323.994,"Road-750 Black, 44",BK-R19B-44,1,1,Black,100,75,343.6496,539.99,44,CM,LB,19.77,4,R,L,U,2,31,00:00.0,NULL,NULL,ColonialVoice,7.77743E13,5,2008,00:00.0,USD,CAD,1.5806,1.5755,538,25 Danger Street West,Floor 7,Toronto,57,M4B 1V5,0xE6100000010CDF55D1BE2BD845400BBA0D2CA6CB53C0,538,25 Danger Street West,Floor 7,Toronto,57,M4B 1V5,0xE6100000010CDF55D1BE2BD845400BBA0D2CA6CB53C0,1,No Discount,0.0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1237,AW00029911,1238,Consolidated Messenger,SC,0,Mr.,Tim,NULL,Kim,NULL,0,NULL,"\"<IndividualSurvey xmlns=\"\"http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey\"\"><TotalPurchaseYTD>-1823.958</TotalPurchaseYTD></IndividualSurvey>\"",Canada,CA,North America,6771829.138,5693988.86,0,0
122071,794,57093,17,00:00.0,S,2,1759.212,00:00.0,57093,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO57093,PO18705165751,10-4020-000479,29895,289,6,524,524,5,3815,107363Vi20078,9755,38991.894,3725.234,1164.1356,43881.2636,NULL,61848,2F7C-4AF6-8B,2,794,1,1466.01,0.0,2932.02,"Road-250 Black, 48",BK-R89B-48,1,1,Black,100,75,1554.9479,2443.35,48,CM,LB,15.13,4,R,H,U,2,26,00:00.0,NULL,NULL,Vista,1.11114E13,11,2006,00:00.0,USD,CAD,1.5841,1.5758,524,9693 Louis H Lafontaine,NULL,Ville De'anjou,63,J1G 2R3,0xE6100000010CD292B94117BB4640E314F62D6CFD51C0,524,9693 Louis H Lafontaine,NULL,Ville De'anjou,63,J1G 2R3,0xE6100000010CD292B94117BB4640E314F62D6CFD51C0,1,No Discount,0.0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1199,AW00029895,1200,General Supplies,SC,0,Ms.,Lori,NULL,Kane,NULL,0,NULL,"\"<IndividualSurvey xmlns=\"\"http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey\"\"><TotalPurchaseYTD>-9703.881</TotalPurchaseYTD></IndividualSurvey>\"",Canada,CA,North America,6771829.138,5693988.86,0,0
100542,948,53465,35,00:00.0,S,10,78.81,00:00.0,53465,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53465,PO17574192592,10-4020-000678,29722,274,6,555,555,5,12698,65433Vi65677,9084,84713.7665,8161.7159,2550.5362,95426.0186,NULL,47171,D859-4DF3-84,10,948,1,63.9,0.0,639.0,Front Brakes,FB-9873,0,1,Silver,500,375,47.286,106.5,NULL,NULL,G,317,1,NULL,NULL,NULL,6,102,00:00.0,NULL,NULL,ColonialVoice,7.77717E13,11,2007,00:00.0,USD,CAD,1.5955,1.5969,555,"9950 Ferrand Drive, 9th Floor",NULL,Toronto,57,M4B 1V4,0xE6100000010C74345118A7DC4540DBF7CCE8A1CD53C0,555,"9950 Ferrand Drive, 9th Floor",NULL,Toronto,57,M4B 1V4,0xE6100000010C74345118A7DC4540DBF7CCE8A1CD53C0,1,No Discount,0.0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,827,AW00029722,828,Vigorous Exercise Company,SC,0,Mr.,Reuben,NULL,D'sa,NULL,0,NULL,"\"<IndividualSurvey xmlns=\"\"http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey\"\"><TotalPurchaseYTD>-9054.124126</TotalPurchaseYTD></IndividualSurvey>\"",Canada,CA,North America,6771829.138,5693988.86,0,0
131033,938,58911,12,00:00.0,S,3,29.9626,00:00.0,58911,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO58911,PO19401135315,10-4020-000173,29714,289,6,473,473,5,6065,45226Vi31551,10085,27499.866,2642.9501,825.9219,30968.738,NULL,67693,C991-4920-91,3,938,1,24.294,0.0,72.882,LL Road Pedal,PD-R347,0,1,Silver/Black,500,375,17.9776,40.49,NULL,NULL,G,189,1,R,L,NULL,13,68,00:00.0,NULL,NULL,ColonialVoice,7.77788E13,3,2006,00:00.0,USD,CAD,1.5872,1.5792,473,595 Burning Street,NULL,Vancouver,7,V7L 4J4,0xE6100000010CE1052959A5AD4840AC342B5FA2C95EC0,473,595 Burning Street,NULL,Vancouver,7,V7L 4J4,0xE6100000010CE1052959A5AD4840AC342B5FA2C95EC0,1,No Discount,0.0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,811,AW00029714,812,Sundry Sporting Goods,SC,0,Mr.,Rudolph,J.,Dillon,Sr.,0,NULL,"\"<IndividualSurvey xmlns=\"\"http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey\"\"><TotalPurchaseYTD>-11516.9692</TotalPurchaseYTD></IndividualSurvey>\"",Canada,CA,North America,6771829.138,5693988.86,0,0
122123,859,57097,5,00:00.0,S,5,15.9185,00:00.0,57097,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO57097,PO18328123706,10-4020-000552,29911,278,6,538,538,5,4552,27377Vi23853,9755,35695.74,3404.8357,1064.0112,40164.5869,NULL,61883,9A9E-444B-B1,5,859,1,14.694,0.0,73.47,"Half-Finger Gloves, M",GL-H102-M,0,1,Black,4,3,9.1593,24.49,M,NULL,NULL,NULL,0,S,NULL,U,20,4,00:00.0,NULL,NULL,ColonialVoice,7.77743E13,5,2008,00:00.0,USD,CAD,1.5841,1.5758,538,25 Danger Street West,Floor 7,Toronto,57,M4B 1V5,0xE6100000010CDF55D1BE2BD845400BBA0D2CA6CB53C0,538,25 Danger Street West,Floor 7,Toronto,57,M4B 1V5,0xE6100000010CDF55D1BE2BD845400BBA0D2CA6CB53C0,1,No Discount,0.0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1237,AW00029911,1238,Consolidated Messenger,SC,0,Mr.,Tim,NULL,Kim,NULL,0,NULL,"\"<IndividualSurvey xmlns=\"\"http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey\"\"><TotalPurchaseYTD>-1823.958</TotalPurchaseYTD></IndividualSurvey>\"",Canada,CA,North America,6771829.138,5693988.86,0,0
164091,954,65238,33,00:00.0,S,2,1716.5304,00:00.0,65238,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO65238,PO10875188169,10-4020-000281,29625,289,6,491,491,5,2602,87205Vi13535,11086,23168.239,2216.8385,692.762,26077.8395,NULL,89748,896A-4ED1-B1,2,954,1,1430.442,0.0,2860.884,"Touring-1000 Yellow, 46",BK-T79Y-46,1,1,Yellow,100,75,1481.9379,2384.07,46,CM,LB,25.13,4,T,H,U,3,34,00:00.0,NULL,NULL,Vista,1.11181E13,9,2006,00:00.0,USD,CAD,1.5391,1.5457,491,20225 Lansing Ave,NULL,Montreal,63,H1Y 2H7,0xE6100000010C270CF6468EC44640DCE9F498026C52C0,491,20225 Lansing Ave,NULL,Montreal,63,H1Y 2H7,0xE6100000010C270CF6468EC44640DCE9F498026C52C0,1,No Discount,0.0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,617,AW00029625,618,Petroleum Products Distributors,SC,0,Ms.,Suzana De Abreu,A.,Canuto,NULL,2,NULL,"\"<IndividualSurvey xmlns=\"\"http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey\"\"><TotalPurchaseYTD>-6071.536125</TotalPurchaseYTD></IndividualSurvey>\"",Canada,CA,North America,6771829.138,5693988.86,0,0
100886,970,53477,14,00:00.0,S,2,874.692,00:00.0,53477,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO53477,PO15544120937,10-4020-000282,30087,278,6,492,492,5,11119,65695Vi57363,9084,24830.4239,2666.592,833.31,28330.3259,NULL,47524,F1BC-4EF4-85,2,970,1,728.91,0.0,1457.82,"Touring-2000 Blue, 46",BK-T44U-46,1,1,Blue,100,75,755.1508,1214.85,46,CM,LB,27.13,4,T,M,U,3,35,00:00.0,NULL,NULL,ColonialVoice,7.77729E13,6,2008,00:00.0,USD,CAD,1.5955,1.5969,492,"99954 Boul. Laurier, Local 060, Place",NULL,Sainte-Foy,63,G1W,0xE6100000010C3A1AA10CBA634740E442322AF4D451C0,492,"99954 Boul. Laurier, Local 060, Place",NULL,Sainte-Foy,63,G1W,0xE6100000010C3A1AA10CBA634740E442322AF4D451C0,1,No Discount,0.0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1927,AW00030087,1928,Quick Parts and Service,SC,0,Mr.,Billy,J.,Trent,NULL,0,NULL,"\"<IndividualSurvey xmlns=\"\"http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey\"\"><TotalPurchaseYTD>-9178.8255</TotalPurchaseYTD></IndividualSurvey>\"",Canada,CA,North America,6771829.138,5693988.86,0,0
143174,883,61186,16,00:00.0,S,1,35.0935,00:00.0,61186,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO61186,PO14732152217,10-4020-000514,29614,289,6,529,529,5,1566,85824Vi8045,10426,32743.566,3155.3159,986.0362,36884.9181,NULL,75975,C662-487E-B0,1,883,1,32.394,0.0,32.394,"Short-Sleeve Classic Jersey, L",SJ-0194-L,0,1,Yellow,4,3,41.5723,53.99,L,NULL,NULL,NULL,0,S,NULL,U,21,32,00:00.0,NULL,NULL,ColonialVoice,7.7777E13,11,2008,00:00.0,USD,CAD,1.555,1.5582,529,254480 River Rd,NULL,Richmond,7,V6B 3P7,0xE6100000010C90FAE96C339E48409A1281BA18CD5EC0,529,254480 River Rd,NULL,Richmond,7,V6B 3P7,0xE6100000010C90FAE96C339E48409A1281BA18CD5EC0,1,No Discount,0.0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,591,AW00029614,592,Retail Mall,SC,0,Mr.,Ryan,NULL,Calafato,NULL,1,NULL,"\"<IndividualSurvey xmlns=\"\"http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey\"\"><TotalPurchaseYTD>-20243.2341</TotalPurchaseYTD></IndividualSurvey>\"",Canada,CA,North America,6771829.138,5693988.86,0,0
132002,989,58957,9,00:00.0,S,1,388.7928,00:00.0,58957,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO58957,PO10962177270,10-4020-000685,29822,278,6,557,557,5,18097,106344Vi93858,10085,33327.266,3208.374,1002.6169,37538.2569,NULL,68644,13BB-49DB-84,1,989,1,323.994,0.0,323.994,"Mountain-500 Black, 40",BK-M18B-40,1,1,Black,100,75,294.5797,539.99,40,CM,LB,27.35,4,M,L,U,1,23,00:00.0,NULL,NULL,Distinguish,5.55554E13,6,2007,00:00.0,USD,CAD,1.5872,1.5792,557,"660 Saint-Jacques, Bureau 400",NULL,Montreal,63,H1Y 2H8,0xE6100000010CE722915B13B9464001AE467F8F6952C0,557,"660 Saint-Jacques, Bureau 400",NULL,Montreal,63,H1Y 2H8,0xE6100000010CE722915B13B9464001AE467F8F6952C0,1,No Discount,0.0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,1039,AW00029822,1040,Family Cycle Store,SC,0,Mr.,James,B.,Haugh,Jr.,1,NULL,"\"<IndividualSurvey xmlns=\"\"http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey\"\"><TotalPurchaseYTD>-25165.2171</TotalPurchaseYTD></IndividualSurvey>\"",Canada,CA,North America,6771829.138,5693988.86,0,0
131541,981,58930,25,00:00.0,S,7,554.0328,00:00.0,58930,8,00:00.0,00:00.0,00:00.0,Shipped,0,SO58930,PO14790187151,10-4020-000497,29499,289,6,527,527,5,5958,105809Vi31021,10085,39133.98,3763.4831,1176.0885,44073.5516,NULL,68206,3C7F-464E-B2,7,981,1,461.694,0.0,3231.858,"Mountain-400-W Silver, 40",BK-M38S-40,1,1,Silver,100,75,419.7784,769.49,40,CM,LB,26.77,4,M,M,W,1,22,00:00.0,NULL,NULL,Vista,1.11142E13,12,2005,00:00.0,USD,CAD,1.5872,1.5792,527,252851 Rowan Place,NULL,Richmond,7,V6B 3P7,0xE6100000010CF02748B48DA84840B8F65A3E06C05EC0,527,252851 Rowan Place,NULL,Richmond,7,V6B 3P7,0xE6100000010CF02748B48DA84840B8F65A3E06C05EC0,1,No Discount,0.0,No Discount,No Discount,00:00.0,00:00.0,0,NULL,323,AW00029499,324,Valley Toy Store,SC,0,Ms.,Amy,E.,Alberts,NULL,1,NULL,"\"<IndividualSurvey xmlns=\"\"http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey\"\"><TotalPurchaseYTD>-3698.450608</TotalPurchaseYTD></IndividualSurvey>\"",Canada,CA,North America,6771829.138,5693988.86,0,0
